Abstract from facility WITHOUT CoC accreditation/All Sites/Age-Standardized Life,,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Abstract from facility WITHOUT CoC accreditation/Hodgkin Lymphoma/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,617,21,26,96.52%,96.52%,99.92%,99.92%,96.60%,96.60%,0.75%,0.75%,0.75%,0.75%
2,1-<2 mo,570,11,26,98.03%,94.62%,99.93%,99.85%,98.09%,94.75%,0.59%,0.93%,0.59%,0.93%
3,2-<3 mo,533,2,26,99.62%,94.25%,99.93%,99.79%,99.68%,94.45%,0.27%,0.96%,0.27%,0.96%
4,3-<4 mo,505,8,27,98.37%,92.72%,99.94%,99.72%,98.43%,92.97%,0.57%,1.08%,0.57%,1.09%
5,4-<5 mo,470,6,37,98.67%,91.49%,99.95%,99.67%,98.72%,91.79%,0.54%,1.18%,0.54%,1.19%
6,5-<6 mo,427,2,19,99.52%,91.05%,99.95%,99.63%,99.57%,91.39%,0.34%,1.22%,0.34%,1.22%
7,6-<7 mo,406,2,24,99.49%,90.59%,99.95%,99.58%,99.54%,90.97%,0.36%,1.25%,0.36%,1.26%
8,7-<8 mo,380,1,26,99.73%,90.34%,99.95%,99.53%,99.77%,90.76%,0.27%,1.27%,0.27%,1.28%
9,8-<9 mo,353,3,17,99.13%,89.55%,99.95%,99.48%,99.18%,90.02%,0.50%,1.34%,0.50%,1.35%
10,9-<10 mo,333,0,32,100.00%,89.55%,99.96%,99.44%,100.0000%*,90.0165%#,0.00%,1.34%,0.00%,1.3477%#
11,10-<11 mo,301,0,33,100.00%,89.55%,99.96%,99.40%,100.0000%*,90.0165%#,0.00%,1.34%,0.00%,1.3477%#
12,11-<12 mo,268,1,19,99.61%,89.21%,99.96%,99.36%,99.66%,89.78%,0.39%,1.38%,0.39%,1.39%
13,12-<13 mo,248,0,21,100.00%,89.21%,99.95%,99.31%,100.0000%*,89.7826%#,0.00%,1.38%,0.00%,1.3885%#
14,13-<14 mo,227,0,20,100.00%,89.21%,99.95%,99.27%,100.0000%*,89.7826%#,0.00%,1.38%,0.00%,1.3885%#
15,14-<15 mo,207,0,31,100.00%,89.21%,99.96%,99.23%,100.0000%*,89.7826%#,0.00%,1.38%,0.00%,1.3885%#
16,15-<16 mo,176,1,20,99.40%,88.67%,99.96%,99.18%,99.44%,89.40%,0.60%,1.47%,0.60%,1.48%
17,16-<17 mo,155,0,25,100.00%,88.67%,99.96%,99.14%,100.0000%*,89.3985%#,0.00%,1.47%,0.00%,1.4843%#
18,17-<18 mo,130,0,19,100.00%,88.67%,99.96%,99.10%,100.0000%*,89.3985%#,0.00%,1.47%,0.00%,1.4843%#
19,18-<19 mo,111,0,18,100.00%,88.67%,99.95%,99.05%,100.0000%*,89.3985%#,0.00%,1.47%,0.00%,1.4843%#
20,19-<20 mo,93,0,11,100.00%,88.67%,99.96%,99.01%,100.0000%*,89.3985%#,0.00%,1.47%,0.00%,1.4843%#
21,20-<21 mo,82,0,24,100.00%,88.67%,99.97%,98.98%,100.0000%*,89.3985%#,0.00%,1.47%,0.00%,1.4843%#
22,21-<22 mo,58,0,15,100.00%,88.67%,99.96%,98.94%,100.0000%*,89.3985%#,0.00%,1.47%,0.00%,1.4843%#
23,22-<23 mo,43,0,23,100.00%,88.67%,99.97%,98.92%,100.0000%*,89.3985%#,0.00%,1.47%,0.00%,1.4843%#
24,23-<24 mo,20,0,20,+,+,99.97%,98.89%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Abstract from facility WITHOUT CoC accreditation/Hodgkin - Nodal/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,612,21,24,96.50%,96.50%,99.92%,99.92%,96.57%,96.57%,0.75%,0.75%,0.75%,0.75%
2,1-<2 mo,567,11,26,98.01%,94.58%,99.93%,99.85%,98.08%,94.72%,0.59%,0.93%,0.59%,0.93%
3,2-<3 mo,530,2,26,99.61%,94.22%,99.93%,99.79%,99.68%,94.42%,0.27%,0.96%,0.27%,0.97%
4,3-<4 mo,502,8,27,98.36%,92.68%,99.94%,99.72%,98.43%,92.93%,0.57%,1.09%,0.57%,1.09%
5,4-<5 mo,467,6,37,98.66%,91.44%,99.95%,99.67%,98.71%,91.74%,0.54%,1.19%,0.54%,1.19%
6,5-<6 mo,424,2,19,99.52%,90.99%,99.95%,99.62%,99.57%,91.34%,0.34%,1.22%,0.34%,1.23%
7,6-<7 mo,403,2,24,99.49%,90.53%,99.95%,99.58%,99.54%,90.91%,0.36%,1.26%,0.36%,1.27%
8,7-<8 mo,377,0,26,100.00%,90.53%,99.95%,99.53%,100.0000%*,90.9127%#,0.00%,1.26%,0.00%,1.2653%#
9,8-<9 mo,351,3,17,99.12%,89.74%,99.95%,99.48%,99.17%,90.20%,0.50%,1.33%,0.50%,1.34%
10,9-<10 mo,331,0,32,100.00%,89.74%,99.96%,99.44%,100.0000%*,90.2019%#,0.00%,1.33%,0.00%,1.3364%#
11,10-<11 mo,299,0,33,100.00%,89.74%,99.96%,99.40%,100.0000%*,90.2019%#,0.00%,1.33%,0.00%,1.3364%#
12,11-<12 mo,266,1,19,99.61%,89.39%,99.96%,99.36%,99.65%,89.97%,0.39%,1.37%,0.39%,1.38%
13,12-<13 mo,246,0,20,100.00%,89.39%,99.95%,99.31%,100.0000%*,89.9654%#,0.00%,1.37%,0.00%,1.3784%#
14,13-<14 mo,226,0,20,100.00%,89.39%,99.95%,99.26%,100.0000%*,89.9654%#,0.00%,1.37%,0.00%,1.3784%#
15,14-<15 mo,206,0,30,100.00%,89.39%,99.96%,99.22%,100.0000%*,89.9654%#,0.00%,1.37%,0.00%,1.3784%#
16,15-<16 mo,176,1,20,99.40%,88.85%,99.96%,99.18%,99.44%,89.58%,0.60%,1.46%,0.60%,1.48%
17,16-<17 mo,155,0,25,100.00%,88.85%,99.96%,99.14%,100.0000%*,89.5811%#,0.00%,1.46%,0.00%,1.4754%#
18,17-<18 mo,130,0,19,100.00%,88.85%,99.96%,99.09%,100.0000%*,89.5811%#,0.00%,1.46%,0.00%,1.4754%#
19,18-<19 mo,111,0,18,100.00%,88.85%,99.95%,99.05%,100.0000%*,89.5811%#,0.00%,1.46%,0.00%,1.4754%#
20,19-<20 mo,93,0,11,100.00%,88.85%,99.96%,99.01%,100.0000%*,89.5811%#,0.00%,1.46%,0.00%,1.4754%#
21,20-<21 mo,82,0,24,100.00%,88.85%,99.97%,98.98%,100.0000%*,89.5811%#,0.00%,1.46%,0.00%,1.4754%#
22,21-<22 mo,58,0,15,100.00%,88.85%,99.96%,98.94%,100.0000%*,89.5811%#,0.00%,1.46%,0.00%,1.4754%#
23,22-<23 mo,43,0,23,100.00%,88.85%,99.97%,98.91%,100.0000%*,89.5811%#,0.00%,1.46%,0.00%,1.4754%#
24,23-<24 mo,20,0,20,+,+,99.97%,98.89%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Abstract from facility WITHOUT CoC accreditation/Hodgkin - Extranodal/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,5,0,2,100.00%,100.00%,99.97%,99.97%,100.0000%*,100.0000%*,0.00%,0.00%,0.00%,0.00%
2,1-<2 mo,3,0,0,100.00%,100.00%,99.97%,99.94%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
3,2-<3 mo,3,0,0,100.00%,100.00%,99.97%,99.91%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
4,3-<4 mo,3,0,0,100.00%,100.00%,99.97%,99.88%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
5,4-<5 mo,3,0,0,100.00%,100.00%,99.97%,99.85%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
6,5-<6 mo,3,0,0,100.00%,100.00%,99.97%,99.82%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
7,6-<7 mo,3,0,0,100.00%,100.00%,99.97%,99.79%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
8,7-<8 mo,3,1,0,66.67%,66.67%,99.97%,99.76%,66.69%,66.83%,27.22%,27.22%,27.22%,27.28%
9,8-<9 mo,2,0,0,100.00%,66.67%,99.99%,99.75%,100.0000%*,66.8274%#,0.00%,27.22%,0.00%,27.2822%#
10,9-<10 mo,2,0,0,100.00%,66.67%,99.99%,99.74%,100.0000%*,66.8274%#,0.00%,27.22%,0.00%,27.2822%#
11,10-<11 mo,2,0,0,100.00%,66.67%,99.99%,99.73%,100.0000%*,66.8274%#,0.00%,27.22%,0.00%,27.2822%#
12,11-<12 mo,2,0,0,100.00%,66.67%,99.99%,99.72%,100.0000%*,66.8274%#,0.00%,27.22%,0.00%,27.2822%#
13,12-<13 mo,2,0,1,100.00%,66.67%,99.99%,99.71%,100.0000%*,66.8274%#,0.00%,27.22%,0.00%,27.2822%#
14,13-<14 mo,1,0,0,100.00%,66.67%,100.00%,99.71%,100.0000%*,66.8274%#,0.00%,27.22%,0.00%,27.2822%#
15,14-<15 mo,1,0,1,+,+,100.00%,99.70%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Abstract from facility WITHOUT CoC accreditation/Non-Hodgkin Lymphoma/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,"5,546",333,272,93.84%,93.84%,99.76%,99.76%,94.07%,94.07%,0.33%,0.33%,0.33%,0.33%
2,1-<2 mo,"4,941",162,212,96.65%,90.70%,99.78%,99.54%,96.87%,91.12%,0.26%,0.40%,0.26%,0.40%
3,2-<3 mo,"4,567",108,240,97.57%,88.50%,99.79%,99.33%,97.78%,89.09%,0.23%,0.44%,0.23%,0.44%
4,3-<4 mo,"4,219",65,212,98.42%,87.10%,99.79%,99.12%,98.62%,87.87%,0.19%,0.47%,0.19%,0.47%
5,4-<5 mo,"3,942",52,202,98.65%,85.92%,99.80%,98.92%,98.85%,86.86%,0.19%,0.49%,0.19%,0.49%
6,5-<6 mo,"3,688",50,242,98.60%,84.72%,99.80%,98.73%,98.80%,85.81%,0.20%,0.51%,0.20%,0.52%
7,6-<7 mo,"3,396",38,187,98.85%,83.74%,99.81%,98.53%,99.04%,84.99%,0.19%,0.53%,0.19%,0.54%
8,7-<8 mo,"3,171",31,197,98.99%,82.90%,99.81%,98.35%,99.18%,84.29%,0.18%,0.54%,0.18%,0.55%
9,8-<9 mo,"2,943",25,234,99.12%,82.16%,99.81%,98.16%,99.30%,83.70%,0.18%,0.56%,0.18%,0.57%
10,9-<10 mo,"2,684",22,179,99.15%,81.47%,99.81%,97.98%,99.34%,83.15%,0.18%,0.57%,0.18%,0.59%
11,10-<11 mo,"2,483",14,184,99.41%,80.99%,99.81%,97.79%,99.60%,82.82%,0.16%,0.58%,0.16%,0.60%
12,11-<12 mo,"2,285",26,193,98.81%,80.03%,99.81%,97.61%,99.00%,81.99%,0.23%,0.61%,0.23%,0.62%
13,12-<13 mo,"2,066",11,155,99.45%,79.58%,99.79%,97.41%,99.65%,81.70%,0.17%,0.62%,0.17%,0.64%
14,13-<14 mo,"1,900",7,169,99.61%,79.28%,99.79%,97.21%,99.82%,81.56%,0.15%,0.63%,0.15%,0.64%
15,14-<15 mo,"1,724",10,174,99.39%,78.79%,99.80%,97.01%,99.59%,81.22%,0.19%,0.64%,0.19%,0.66%
16,15-<16 mo,"1,540",5,197,99.65%,78.52%,99.80%,96.81%,99.85%,81.10%,0.15%,0.65%,0.16%,0.67%
17,16-<17 mo,"1,338",4,178,99.68%,78.27%,99.80%,96.62%,99.88%,81.01%,0.16%,0.66%,0.16%,0.68%
18,17-<18 mo,"1,156",4,198,99.62%,77.97%,99.80%,96.43%,99.82%,80.86%,0.19%,0.67%,0.19%,0.70%
19,18-<19 mo,954,2,160,99.77%,77.79%,99.81%,96.25%,99.96%,80.83%,0.16%,0.68%,0.16%,0.71%
20,19-<20 mo,792,4,152,99.44%,77.36%,99.81%,96.07%,99.63%,80.52%,0.28%,0.71%,0.28%,0.74%
21,20-<21 mo,636,3,164,99.46%,76.94%,99.82%,95.89%,99.64%,80.24%,0.31%,0.75%,0.31%,0.78%
22,21-<22 mo,469,2,171,99.48%,76.54%,99.82%,95.72%,99.66%,79.96%,0.37%,0.80%,0.37%,0.83%
23,22-<23 mo,296,0,171,100.00%,76.54%,99.81%,95.53%,100.0000%*,79.9624%#,0.00%,0.80%,0.00%,0.8342%#
24,23-<24 mo,125,0,125,+,+,99.82%,95.36%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Abstract from facility WITHOUT CoC accreditation/NHL - Nodal/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,"3,419",242,167,92.74%,92.74%,99.76%,99.76%,92.97%,92.97%,0.45%,0.45%,0.45%,0.45%
2,1-<2 mo,"3,010",104,124,96.47%,89.47%,99.77%,99.54%,96.69%,89.89%,0.34%,0.54%,0.34%,0.54%
3,2-<3 mo,"2,782",71,150,97.38%,87.13%,99.79%,99.33%,97.58%,87.72%,0.31%,0.59%,0.31%,0.59%
4,3-<4 mo,"2,561",51,129,97.96%,85.35%,99.79%,99.12%,98.16%,86.10%,0.28%,0.63%,0.28%,0.63%
5,4-<5 mo,"2,381",34,113,98.54%,84.10%,99.80%,98.92%,98.74%,85.02%,0.25%,0.65%,0.25%,0.66%
6,5-<6 mo,"2,234",38,152,98.24%,82.62%,99.80%,98.72%,98.43%,83.69%,0.28%,0.69%,0.28%,0.69%
7,6-<7 mo,"2,044",29,113,98.54%,81.41%,99.81%,98.54%,98.73%,82.62%,0.27%,0.71%,0.27%,0.72%
8,7-<8 mo,"1,902",27,125,98.53%,80.22%,99.81%,98.35%,98.72%,81.56%,0.28%,0.74%,0.28%,0.75%
9,8-<9 mo,"1,750",18,146,98.93%,79.36%,99.82%,98.17%,99.11%,80.83%,0.25%,0.76%,0.25%,0.77%
10,9-<10 mo,"1,586",18,109,98.82%,78.42%,99.82%,97.99%,99.01%,80.03%,0.28%,0.78%,0.28%,0.79%
11,10-<11 mo,"1,459",10,104,99.29%,77.87%,99.82%,97.82%,99.47%,79.60%,0.22%,0.79%,0.22%,0.81%
12,11-<12 mo,"1,345",14,107,98.92%,77.02%,99.82%,97.64%,99.09%,78.88%,0.29%,0.82%,0.29%,0.84%
13,12-<13 mo,"1,224",8,88,99.32%,76.50%,99.80%,97.44%,99.52%,78.51%,0.24%,0.83%,0.24%,0.85%
14,13-<14 mo,"1,128",5,100,99.54%,76.14%,99.80%,97.25%,99.74%,78.30%,0.21%,0.84%,0.21%,0.87%
15,14-<15 mo,"1,023",5,106,99.48%,75.75%,99.80%,97.05%,99.68%,78.05%,0.23%,0.86%,0.23%,0.88%
16,15-<16 mo,912,3,121,99.65%,75.49%,99.80%,96.86%,99.84%,77.93%,0.20%,0.87%,0.20%,0.89%
17,16-<17 mo,788,3,100,99.59%,75.18%,99.80%,96.67%,99.79%,77.77%,0.23%,0.88%,0.23%,0.91%
18,17-<18 mo,685,3,126,99.52%,74.82%,99.81%,96.48%,99.71%,77.54%,0.28%,0.90%,0.28%,0.93%
19,18-<19 mo,556,1,88,99.80%,74.67%,99.81%,96.30%,99.99%,77.53%,0.20%,0.91%,0.20%,0.95%
20,19-<20 mo,467,2,95,99.52%,74.31%,99.82%,96.13%,99.71%,77.31%,0.34%,0.94%,0.34%,0.98%
21,20-<21 mo,370,2,85,99.39%,73.86%,99.82%,95.95%,99.57%,76.98%,0.43%,0.99%,0.43%,1.03%
22,21-<22 mo,283,1,95,99.58%,73.55%,99.82%,95.78%,99.75%,76.79%,0.42%,1.03%,0.42%,1.08%
23,22-<23 mo,187,0,103,100.00%,73.55%,99.82%,95.60%,100.0000%*,76.7852%#,0.00%,1.03%,0.00%,1.0784%#
24,23-<24 mo,84,0,84,+,+,99.83%,95.44%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Abstract from facility WITHOUT CoC accreditation/NHL - Extranodal/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,"2,127",91,105,95.61%,95.61%,99.77%,99.77%,95.83%,95.83%,0.45%,0.45%,0.45%,0.45%
2,1-<2 mo,"1,931",58,88,96.93%,92.67%,99.78%,99.55%,97.14%,93.09%,0.40%,0.58%,0.40%,0.58%
3,2-<3 mo,"1,785",37,90,97.87%,90.70%,99.79%,99.34%,98.08%,91.31%,0.35%,0.65%,0.35%,0.65%
4,3-<4 mo,"1,658",14,83,99.13%,89.92%,99.79%,99.13%,99.34%,90.71%,0.23%,0.68%,0.23%,0.68%
5,4-<5 mo,"1,561",18,89,98.81%,88.85%,99.80%,98.93%,99.02%,89.81%,0.28%,0.71%,0.28%,0.72%
6,5-<6 mo,"1,454",12,90,99.15%,88.09%,99.80%,98.73%,99.35%,89.23%,0.24%,0.74%,0.25%,0.75%
7,6-<7 mo,"1,352",9,74,99.32%,87.49%,99.80%,98.53%,99.52%,88.80%,0.23%,0.76%,0.23%,0.77%
8,7-<8 mo,"1,269",4,72,99.68%,87.21%,99.80%,98.33%,99.87%,88.68%,0.16%,0.77%,0.16%,0.79%
9,8-<9 mo,"1,193",7,88,99.39%,86.68%,99.80%,98.14%,99.59%,88.32%,0.23%,0.79%,0.23%,0.81%
10,9-<10 mo,"1,098",4,70,99.62%,86.35%,99.80%,97.95%,99.82%,88.16%,0.19%,0.81%,0.19%,0.83%
11,10-<11 mo,"1,024",4,80,99.59%,86.00%,99.80%,97.76%,99.79%,87.97%,0.20%,0.82%,0.20%,0.84%
12,11-<12 mo,940,12,86,98.66%,84.85%,99.80%,97.56%,98.86%,86.97%,0.38%,0.88%,0.38%,0.90%
13,12-<13 mo,842,3,67,99.63%,84.53%,99.79%,97.36%,99.84%,86.83%,0.21%,0.89%,0.21%,0.92%
14,13-<14 mo,772,2,69,99.73%,84.30%,99.79%,97.15%,99.94%,86.78%,0.19%,0.90%,0.19%,0.93%
15,14-<15 mo,701,5,68,99.25%,83.67%,99.79%,96.94%,99.46%,86.31%,0.33%,0.94%,0.33%,0.97%
16,15-<16 mo,628,2,76,99.66%,83.39%,99.79%,96.74%,99.87%,86.20%,0.24%,0.96%,0.24%,0.99%
17,16-<17 mo,550,1,78,99.80%,83.23%,99.80%,96.55%,100.0000%*,86.1958%#,0.20%,0.97%,0.20%,0.9912%#
18,17-<18 mo,471,1,72,99.77%,83.03%,99.80%,96.36%,99.97%,86.17%,0.23%,0.99%,0.23%,1.02%
19,18-<19 mo,398,1,72,99.72%,82.81%,99.80%,96.17%,99.92%,86.11%,0.28%,1.01%,0.28%,1.05%
20,19-<20 mo,325,2,57,99.33%,82.25%,99.81%,95.98%,99.51%,85.69%,0.48%,1.08%,0.48%,1.12%
21,20-<21 mo,266,1,79,99.56%,81.88%,99.82%,95.81%,99.74%,85.47%,0.44%,1.13%,0.44%,1.18%
22,21-<22 mo,186,1,76,99.32%,81.33%,99.81%,95.63%,99.51%,85.05%,0.67%,1.25%,0.67%,1.31%
23,22-<23 mo,109,0,68,100.00%,81.33%,99.80%,95.43%,100.0000%*,85.0495%#,0.00%,1.25%,0.00%,1.3106%#
24,23-<24 mo,41,0,41,+,+,99.79%,95.23%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Abstract from facility WITHOUT CoC accreditation/Myeloma/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,"1,936",123,90,93.50%,93.50%,99.70%,99.70%,93.78%,93.78%,0.57%,0.57%,0.57%,0.57%
2,1-<2 mo,"1,723",54,76,96.80%,90.50%,99.71%,99.41%,97.08%,91.04%,0.43%,0.68%,0.43%,0.68%
3,2-<3 mo,"1,593",60,92,96.12%,86.99%,99.71%,99.13%,96.40%,87.75%,0.49%,0.79%,0.49%,0.80%
4,3-<4 mo,"1,441",27,59,98.09%,85.33%,99.72%,98.85%,98.36%,86.32%,0.36%,0.84%,0.37%,0.85%
5,4-<5 mo,"1,355",36,77,97.27%,82.99%,99.72%,98.58%,97.54%,84.19%,0.45%,0.90%,0.45%,0.91%
6,5-<6 mo,"1,242",27,59,97.77%,81.14%,99.73%,98.31%,98.04%,82.54%,0.42%,0.95%,0.42%,0.96%
7,6-<7 mo,"1,156",20,72,98.21%,79.69%,99.73%,98.05%,98.48%,81.28%,0.40%,0.98%,0.40%,1.00%
8,7-<8 mo,"1,064",14,55,98.65%,78.62%,99.74%,97.79%,98.91%,80.39%,0.36%,1.01%,0.36%,1.04%
9,8-<9 mo,995,17,74,98.23%,77.22%,99.74%,97.54%,98.48%,79.17%,0.43%,1.05%,0.43%,1.08%
10,9-<10 mo,904,21,57,97.60%,75.37%,99.74%,97.29%,97.85%,77.47%,0.52%,1.10%,0.52%,1.13%
11,10-<11 mo,826,11,64,98.61%,74.33%,99.74%,97.04%,98.87%,76.60%,0.41%,1.13%,0.42%,1.16%
12,11-<12 mo,751,9,61,98.75%,73.40%,99.74%,96.79%,99.00%,75.83%,0.41%,1.16%,0.41%,1.19%
13,12-<13 mo,681,8,46,98.78%,72.51%,99.73%,96.53%,99.06%,75.12%,0.43%,1.18%,0.43%,1.23%
14,13-<14 mo,627,7,64,98.82%,71.65%,99.73%,96.26%,99.09%,74.43%,0.44%,1.21%,0.44%,1.26%
15,14-<15 mo,556,0,56,100.00%,71.65%,99.73%,96.00%,100.0000%*,74.4332%#,0.00%,1.21%,0.00%,1.2606%#
16,15-<16 mo,500,7,54,98.52%,70.59%,99.73%,95.74%,98.79%,73.73%,0.56%,1.26%,0.56%,1.32%
17,16-<17 mo,439,4,70,99.01%,69.89%,99.73%,95.48%,99.28%,73.20%,0.49%,1.30%,0.49%,1.36%
18,17-<18 mo,365,0,77,100.00%,69.89%,99.72%,95.22%,100.0000%*,73.1994%#,0.00%,1.30%,0.00%,1.3563%#
19,18-<19 mo,288,6,52,97.71%,68.29%,99.73%,94.96%,97.98%,71.92%,0.92%,1.42%,0.93%,1.50%
20,19-<20 mo,230,4,47,98.06%,66.97%,99.74%,94.71%,98.32%,70.71%,0.96%,1.54%,0.96%,1.63%
21,20-<21 mo,179,1,48,99.35%,66.54%,99.74%,94.47%,99.61%,70.44%,0.64%,1.59%,0.64%,1.68%
